Country,League,Season,Date,Time,Home,Away,HG,AG,Res
Mexico,Liga MX,2013/2014,15/09/2013,03:00,Chiapas,Atlas,3,0,H
Mexico,Liga MX,2013/2014,15/09/2013,18:00,Puebla,Toluca,1,1,D
Mexico,Liga MX,2013/2014,15/09/2013,18:00,UNAM Pumas,Monarcas,0,1,A
Mexico,Liga MX,2013/2014,15/09/2013,23:00,Guadalajara Chivas,Club Tijuana,2,2,D
Mexico,Liga MX,2013/2014,21/09/2013,01:30,Monarcas,Monterrey,1,3,A
Mexico,Liga MX,2013/2014,21/09/2013,03:30,Club Tijuana,Cruz Azul,0,0,D
Mexico,Liga MX,2013/2014,21/09/2013,23:00,Club America,Chiapas,3,1,H
Mexico,Liga MX,2013/2014,22/09/2013,01:00,Atlante,UNAM Pumas,1,0,H
Mexico,Liga MX,2013/2014,22/09/2013,01:00,Pachuca,Santos Laguna,1,1,D
Mexico,Liga MX,2013/2014,22/09/2013,01:00,Tigres UANL,Puebla,0,0,D
Mexico,Liga MX,2013/2014,22/09/2013,02:06,Club Leon,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2013/2014,22/09/2013,03:00,Atlas,Veracruz,3,3,D
Mexico,Liga MX,2013/2014,22/09/2013,18:00,Toluca,Queretaro,4,0,H
Mexico,Liga MX,2013/2014,28/09/2013,01:30,Queretaro,Tigres UANL,2,2,D
Mexico,Liga MX,2013/2014,28/09/2013,03:30,Santos Laguna,Monarcas,3,1,H
Mexico,Liga MX,2013/2014,28/09/2013,23:00,Cruz Azul,Club Leon,1,0,H
Mexico,Liga MX,2013/2014,28/09/2013,23:00,Veracruz,Club America,0,1,A
Mexico,Liga MX,2013/2014,29/09/2013,01:00,Monterrey,UNAM Pumas,0,1,A
Mexico,Liga MX,2013/2014,29/09/2013,03:00,Chiapas,Pachuca,2,1,H
Mexico,Liga MX,2013/2014,29/09/2013,18:00,Puebla,Club Tijuana,2,0,H
Mexico,Liga MX,2013/2014,29/09/2013,18:00,Toluca,Atlante,7,1,H
Mexico,Liga MX,2013/2014,29/09/2013,23:00,Guadalajara Chivas,Atlas,1,1,D
Mexico,Liga MX,2013/2014,02/10/2013,02:00,Club America,Club Tijuana,2,0,H
Mexico,Liga MX,2013/2014,05/10/2013,01:30,Monarcas,Chiapas,2,1,H
Mexico,Liga MX,2013/2014,05/10/2013,03:30,Club Tijuana,Queretaro,1,0,H
Mexico,Liga MX,2013/2014,05/10/2013,23:00,Club America,Guadalajara Chivas,2,0,H
Mexico,Liga MX,2013/2014,06/10/2013,01:00,Atlante,Monterrey,2,1,H
Mexico,Liga MX,2013/2014,06/10/2013,01:00,Pachuca,Veracruz,1,1,D
Mexico,Liga MX,2013/2014,06/10/2013,01:00,Tigres UANL,Toluca,1,2,A
Mexico,Liga MX,2013/2014,06/10/2013,02:05,Club Leon,Puebla,3,1,H
Mexico,Liga MX,2013/2014,06/10/2013,03:00,Atlas,Cruz Azul,1,2,A
Mexico,Liga MX,2013/2014,06/10/2013,18:00,UNAM Pumas,Santos Laguna,0,1,A
Mexico,Liga MX,2013/2014,19/10/2013,01:30,Queretaro,Club Leon,2,0,H
Mexico,Liga MX,2013/2014,19/10/2013,03:30,Santos Laguna,Monterrey,3,2,H
Mexico,Liga MX,2013/2014,19/10/2013,23:00,Cruz Azul,Club America,1,1,D
Mexico,Liga MX,2013/2014,19/10/2013,23:00,Veracruz,Monarcas,1,0,H
Mexico,Liga MX,2013/2014,20/10/2013,01:00,Tigres UANL,Atlante,3,1,H
Mexico,Liga MX,2013/2014,20/10/2013,03:00,Chiapas,UNAM Pumas,1,1,D
Mexico,Liga MX,2013/2014,20/10/2013,18:00,Puebla,Atlas,2,0,H
Mexico,Liga MX,2013/2014,20/10/2013,18:00,Toluca,Club Tijuana,0,0,D
Mexico,Liga MX,2013/2014,20/10/2013,23:00,Guadalajara Chivas,Pachuca,1,3,A
Mexico,Liga MX,2013/2014,26/10/2013,01:30,Monarcas,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2013/2014,26/10/2013,03:30,Club Tijuana,Tigres UANL,0,0,D
Mexico,Liga MX,2013/2014,26/10/2013,23:00,Club America,Puebla,3,1,H
Mexico,Liga MX,2013/2014,27/10/2013,01:00,Atlante,Santos Laguna,1,3,A
Mexico,Liga MX,2013/2014,27/10/2013,01:00,Monterrey,Chiapas,1,1,D
Mexico,Liga MX,2013/2014,27/10/2013,01:00,Pachuca,Cruz Azul,0,0,D
Mexico,Liga MX,2013/2014,27/10/2013,01:06,Club Leon,Toluca,2,2,D
Mexico,Liga MX,2013/2014,27/10/2013,02:00,Atlas,Queretaro,3,1,H
Mexico,Liga MX,2013/2014,27/10/2013,18:00,UNAM Pumas,Veracruz,0,0,D
Mexico,Liga MX,2013/2014,30/10/2013,02:30,Tigres UANL,Club America,1,0,H
Mexico,Liga MX,2013/2014,31/10/2013,01:00,Guadalajara Chivas,Santos Laguna,0,2,A
Mexico,Liga MX,2013/2014,02/11/2013,01:30,Queretaro,Club America,0,0,D
Mexico,Liga MX,2013/2014,02/11/2013,02:30,Club Tijuana,Atlante,4,1,H
Mexico,Liga MX,2013/2014,02/11/2013,23:00,Cruz Azul,Monarcas,1,0,H
Mexico,Liga MX,2013/2014,02/11/2013,23:00,Veracruz,Monterrey,0,3,A
Mexico,Liga MX,2013/2014,03/11/2013,01:00,Tigres UANL,Club Leon,1,1,D
Mexico,Liga MX,2013/2014,03/11/2013,03:00,Chiapas,Santos Laguna,2,1,H
Mexico,Liga MX,2013/2014,03/11/2013,18:00,Puebla,Pachuca,1,1,D
Mexico,Liga MX,2013/2014,03/11/2013,18:00,Toluca,Atlas,1,1,D
Mexico,Liga MX,2013/2014,03/11/2013,23:00,Guadalajara Chivas,UNAM Pumas,1,0,H
Mexico,Liga MX,2013/2014,09/11/2013,01:30,Monarcas,Puebla,1,0,H
Mexico,Liga MX,2013/2014,09/11/2013,03:30,Santos Laguna,Veracruz,2,2,D
Mexico,Liga MX,2013/2014,09/11/2013,23:00,Club America,Toluca,1,1,D
Mexico,Liga MX,2013/2014,10/11/2013,01:00,Atlante,Chiapas,2,0,H
Mexico,Liga MX,2013/2014,10/11/2013,01:00,Monterrey,Guadalajara Chivas,2,1,H
Mexico,Liga MX,2013/2014,10/11/2013,01:00,Pachuca,Queretaro,0,1,A
Mexico,Liga MX,2013/2014,10/11/2013,02:06,Club Leon,Club Tijuana,5,0,H
Mexico,Liga MX,2013/2014,10/11/2013,03:00,Atlas,Tigres UANL,0,1,A
Mexico,Liga MX,2013/2014,10/11/2013,18:00,UNAM Pumas,Cruz Azul,2,2,D
Mexico,Liga MX,2013/2014,23/11/2013,23:00,Toluca,Cruz Azul,3,0,H
Mexico,Liga MX,2013/2014,24/11/2013,01:00,Monarcas,Club Leon,3,3,D
Mexico,Liga MX,2013/2014,24/11/2013,23:00,Tigres UANL,Club America,2,2,D
Mexico,Liga MX,2013/2014,25/11/2013,02:00,Queretaro,Santos Laguna,2,3,A
Mexico,Liga MX,2013/2014,30/11/2013,23:00,Cruz Azul,Toluca,1,1,D
Mexico,Liga MX,2013/2014,01/12/2013,02:06,Club Leon,Monarcas,4,0,H
Mexico,Liga MX,2013/2014,01/12/2013,23:00,Club America,Tigres UANL,1,1,D
Mexico,Liga MX,2013/2014,02/12/2013,02:00,Santos Laguna,Queretaro,3,1,H
Mexico,Liga MX,2013/2014,06/12/2013,01:00,Toluca,Club America,2,1,H
Mexico,Liga MX,2013/2014,06/12/2013,03:00,Club Leon,Santos Laguna,3,1,H
Mexico,Liga MX,2013/2014,08/12/2013,23:00,Club America,Toluca,2,0,H
Mexico,Liga MX,2013/2014,09/12/2013,02:00,Santos Laguna,Club Leon,2,2,D
Mexico,Liga MX,2013/2014,13/12/2013,02:06,Club Leon,Club America,2,0,H
Mexico,Liga MX,2013/2014,16/12/2013,00:00,Club America,Club Leon,1,3,A
Mexico,Liga MX,2013/2014,04/01/2014,01:30,Monarcas,Queretaro,0,1,A
Mexico,Liga MX,2013/2014,04/01/2014,03:30,Santos Laguna,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2013/2014,04/01/2014,23:00,Club America,Tigres UANL,3,0,H
Mexico,Liga MX,2013/2014,05/01/2014,01:00,Monterrey,Cruz Azul,0,0,D
Mexico,Liga MX,2013/2014,05/01/2014,01:00,Pachuca,Toluca,0,1,A
Mexico,Liga MX,2013/2014,05/01/2014,03:00,Atlas,Club Tijuana,0,0,D
Mexico,Liga MX,2013/2014,05/01/2014,03:00,Chiapas,Veracruz,1,1,D
Mexico,Liga MX,2013/2014,05/01/2014,18:00,UNAM Pumas,Puebla,2,2,D
Mexico,Liga MX,2013/2014,05/01/2014,23:00,Atlante,Club Leon,1,1,D
Mexico,Liga MX,2013/2014,11/01/2014,01:30,Queretaro,UNAM Pumas,1,0,H
Mexico,Liga MX,2013/2014,11/01/2014,03:30,Club Tijuana,Club America,1,0,H
Mexico,Liga MX,2013/2014,11/01/2014,23:00,Cruz Azul,Santos Laguna,2,1,H
Mexico,Liga MX,2013/2014,11/01/2014,23:00,Veracruz,Atlante,2,1,H
Mexico,Liga MX,2013/2014,12/01/2014,01:00,Tigres UANL,Pachuca,0,0,D
Mexico,Liga MX,2013/2014,12/01/2014,02:06,Club Leon,Atlas,3,1,H
Mexico,Liga MX,2013/2014,12/01/2014,18:00,Puebla,Monterrey,1,1,D
Mexico,Liga MX,2013/2014,12/01/2014,18:00,Toluca,Monarcas,2,2,D
Mexico,Liga MX,2013/2014,12/01/2014,23:00,Guadalajara Chivas,Chiapas,1,0,H
Mexico,Liga MX,2013/2014,18/01/2014,01:30,Monarcas,Tigres UANL,2,0,H
Mexico,Liga MX,2013/2014,18/01/2014,03:30,Santos Laguna,Puebla,0,0,D
Mexico,Liga MX,2013/2014,18/01/2014,23:00,Club America,Club Leon,1,0,H
Mexico,Liga MX,2013/2014,18/01/2014,23:00,Veracruz,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2013/2014,19/01/2014,01:00,Monterrey,Queretaro,3,1,H
Mexico,Liga MX,2013/2014,19/01/2014,01:00,Pachuca,Club Tijuana,2,1,H
Mexico,Liga MX,2013/2014,19/01/2014,03:00,Atlas,Atlante,0,1,A
Mexico,Liga MX,2013/2014,19/01/2014,03:00,Chiapas,Cruz Azul,0,1,A
Mexico,Liga MX,2013/2014,19/01/2014,18:00,UNAM Pumas,Toluca,0,2,A
Mexico,Liga MX,2013/2014,25/01/2014,01:30,Queretaro,Santos Laguna,0,0,D
Mexico,Liga MX,2013/2014,25/01/2014,03:30,Club Tijuana,Monarcas,1,0,H
Mexico,Liga MX,2013/2014,25/01/2014,23:00,Cruz Azul,Veracruz,4,0,H
Mexico,Liga MX,2013/2014,26/01/2014,01:00,Tigres UANL,UNAM Pumas,1,2,A
Mexico,Liga MX,2013/2014,26/01/2014,02:06,Club Leon,Pachuca,1,3,A
Mexico,Liga MX,2013/2014,26/01/2014,03:00,Atlas,Club America,1,2,A
Mexico,Liga MX,2013/2014,26/01/2014,18:00,Puebla,Chiapas,2,3,A
Mexico,Liga MX,2013/2014,26/01/2014,18:00,Toluca,Monterrey,2,0,H
Mexico,Liga MX,2013/2014,26/01/2014,23:00,Atlante,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2013/2014,01/02/2014,03:30,Monarcas,Club Leon,0,0,D
Mexico,Liga MX,2013/2014,01/02/2014,23:00,Club America,Atlante,1,0,H
Mexico,Liga MX,2013/2014,01/02/2014,23:00,Santos Laguna,Toluca,2,0,H
Mexico,Liga MX,2013/2014,01/02/2014,23:00,Veracruz,Puebla,0,1,A
Mexico,Liga MX,2013/2014,02/02/2014,01:00,Guadalajara Chivas,Cruz Azul,0,2,A
Mexico,Liga MX,2013/2014,02/02/2014,01:00,Monterrey,Tigres UANL,0,0,D
Mexico,Liga MX,2013/2014,02/02/2014,01:00,Pachuca,Atlas,0,1,A
Mexico,Liga MX,2013/2014,02/02/2014,03:00,Chiapas,Queretaro,1,0,H
Mexico,Liga MX,2013/2014,02/02/2014,18:00,UNAM Pumas,Club Tijuana,3,0,H
Mexico,Liga MX,2013/2014,08/02/2014,03:30,Club Tijuana,Monterrey,2,1,H
Mexico,Liga MX,2013/2014,08/02/2014,23:00,Club America,Pachuca,0,1,A
Mexico,Liga MX,2013/2014,09/02/2014,01:00,Tigres UANL,Santos Laguna,1,1,D
Mexico,Liga MX,2013/2014,09/02/2014,02:06,Club Leon,UNAM Pumas,1,2,A
Mexico,Liga MX,2013/2014,09/02/2014,03:00,Atlas,Monarcas,1,1,D
Mexico,Liga MX,2013/2014,09/02/2014,18:00,Puebla,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2013/2014,09/02/2014,18:00,Toluca,Chiapas,2,0,H
Mexico,Liga MX,2013/2014,09/02/2014,23:00,Atlante,Cruz Azul,1,4,A
Mexico,Liga MX,2013/2014,09/02/2014,23:00,Queretaro,Veracruz,2,0,H
Mexico,Liga MX,2013/2014,15/02/2014,01:30,Monarcas,Club America,1,0,H
Mexico,Liga MX,2013/2014,15/02/2014,03:30,Santos Laguna,Club Tijuana,3,2,H
Mexico,Liga MX,2013/2014,15/02/2014,23:00,Cruz Azul,Puebla,1,0,H
Mexico,Liga MX,2013/2014,15/02/2014,23:00,Veracruz,Toluca,0,3,A
Mexico,Liga MX,2013/2014,16/02/2014,01:00,Monterrey,Club Leon,0,2,A
Mexico,Liga MX,2013/2014,16/02/2014,01:00,Pachuca,Atlante,0,1,A
Mexico,Liga MX,2013/2014,16/02/2014,03:00,Chiapas,Tigres UANL,0,0,D
Mexico,Liga MX,2013/2014,16/02/2014,18:00,UNAM Pumas,Atlas,1,1,D
Mexico,Liga MX,2013/2014,16/02/2014,23:00,Guadalajara Chivas,Queretaro,2,1,H
Mexico,Liga MX,2013/2014,22/02/2014,01:30,Queretaro,Cruz Azul,1,3,A
Mexico,Liga MX,2013/2014,22/02/2014,03:30,Club Tijuana,Chiapas,0,3,A
Mexico,Liga MX,2013/2014,22/02/2014,23:00,Club America,UNAM Pumas,1,3,A
Mexico,Liga MX,2013/2014,23/02/2014,01:00,Pachuca,Monarcas,3,0,H
Mexico,Liga MX,2013/2014,23/02/2014,01:00,Tigres UANL,Veracruz,1,0,H
Mexico,Liga MX,2013/2014,23/02/2014,02:06,Club Leon,Santos Laguna,4,2,H
Mexico,Liga MX,2013/2014,23/02/2014,03:00,Atlas,Monterrey,0,1,A
Mexico,Liga MX,2013/2014,23/02/2014,18:00,Toluca,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2013/2014,23/02/2014,23:00,Atlante,Puebla,0,0,D
Mexico,Liga MX,2013/2014,01/03/2014,01:30,Monarcas,Atlante,1,2,A
Mexico,Liga MX,2013/2014,01/03/2014,03:30,Santos Laguna,Atlas,2,3,A
Mexico,Liga MX,2013/2014,01/03/2014,23:00,Cruz Azul,Toluca,1,0,H
Mexico,Liga MX,2013/2014,01/03/2014,23:00,Veracruz,Club Tijuana,1,1,D
Mexico,Liga MX,2013/2014,02/03/2014,01:00,Monterrey,Club America,1,2,A
Mexico,Liga MX,2013/2014,02/03/2014,03:00,Chiapas,Club Leon,0,3,A
Mexico,Liga MX,2013/2014,02/03/2014,18:00,Puebla,Queretaro,1,0,H
Mexico,Liga MX,2013/2014,02/03/2014,18:00,UNAM Pumas,Pachuca,0,0,D
Mexico,Liga MX,2013/2014,02/03/2014,23:00,Guadalajara Chivas,Tigres UANL,0,0,D
Mexico,Liga MX,2013/2014,08/03/2014,01:30,Monarcas,UNAM Pumas,3,1,H
Mexico,Liga MX,2013/2014,08/03/2014,02:06,Club Leon,Veracruz,0,1,A
Mexico,Liga MX,2013/2014,08/03/2014,02:30,Toluca,Puebla,3,0,H
Mexico,Liga MX,2013/2014,08/03/2014,03:30,Club Tijuana,Guadalajara Chivas,2,0,H
Mexico,Liga MX,2013/2014,08/03/2014,23:00,Club America,Santos Laguna,2,4,A
Mexico,Liga MX,2013/2014,09/03/2014,01:00,Pachuca,Monterrey,2,0,H
Mexico,Liga MX,2013/2014,09/03/2014,01:00,Tigres UANL,Cruz Azul,3,0,H
Mexico,Liga MX,2013/2014,09/03/2014,03:00,Atlas,Chiapas,2,2,D
Mexico,Liga MX,2013/2014,09/03/2014,23:00,Atlante,Queretaro,4,2,H
Mexico,Liga MX,2013/2014,15/03/2014,01:30,Queretaro,Toluca,0,2,A
Mexico,Liga MX,2013/2014,15/03/2014,23:00,Cruz Azul,Club Tijuana,2,1,H
Mexico,Liga MX,2013/2014,15/03/2014,23:00,Veracruz,Atlas,0,1,A
Mexico,Liga MX,2013/2014,16/03/2014,01:00,Monterrey,Monarcas,0,1,A
Mexico,Liga MX,2013/2014,16/03/2014,01:00,Santos Laguna,Pachuca,3,1,H
Mexico,Liga MX,2013/2014,16/03/2014,03:00,Chiapas,Club America,2,2,D
Mexico,Liga MX,2013/2014,16/03/2014,18:00,Puebla,Tigres UANL,0,1,A
Mexico,Liga MX,2013/2014,16/03/2014,18:00,UNAM Pumas,Atlante,5,0,H
Mexico,Liga MX,2013/2014,16/03/2014,23:00,Guadalajara Chivas,Club Leon,1,0,H
Mexico,Liga MX,2013/2014,22/03/2014,01:30,Monarcas,Santos Laguna,2,2,D
Mexico,Liga MX,2013/2014,22/03/2014,02:30,Club Tijuana,Puebla,3,1,H
Mexico,Liga MX,2013/2014,22/03/2014,23:00,Club America,Veracruz,0,0,D
Mexico,Liga MX,2013/2014,23/03/2014,01:00,Pachuca,Chiapas,2,0,H
Mexico,Liga MX,2013/2014,23/03/2014,01:00,Tigres UANL,Queretaro,0,2,A
Mexico,Liga MX,2013/2014,23/03/2014,02:06,Club Leon,Cruz Azul,0,0,D
Mexico,Liga MX,2013/2014,23/03/2014,03:00,Atlas,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2013/2014,23/03/2014,18:00,UNAM Pumas,Monterrey,1,2,A
Mexico,Liga MX,2013/2014,23/03/2014,23:00,Atlante,Toluca,2,1,H
Mexico,Liga MX,2013/2014,29/03/2014,01:30,Queretaro,Club Tijuana,2,1,H
Mexico,Liga MX,2013/2014,29/03/2014,03:30,Santos Laguna,UNAM Pumas,2,1,H
Mexico,Liga MX,2013/2014,29/03/2014,23:00,Cruz Azul,Atlas,1,3,A
Mexico,Liga MX,2013/2014,29/03/2014,23:00,Veracruz,Pachuca,3,1,H
Mexico,Liga MX,2013/2014,30/03/2014,02:00,Monterrey,Atlante,3,2,H
Mexico,Liga MX,2013/2014,30/03/2014,02:00,Toluca,Tigres UANL,2,1,H
Mexico,Liga MX,2013/2014,30/03/2014,04:00,Chiapas,Monarcas,1,0,H
Mexico,Liga MX,2013/2014,30/03/2014,19:00,Puebla,Club Leon,1,1,D
Mexico,Liga MX,2013/2014,31/03/2014,02:00,Guadalajara Chivas,Club America,0,4,A
Mexico,Liga MX,2013/2014,05/04/2014,03:00,Monarcas,Veracruz,1,1,D
Mexico,Liga MX,2013/2014,05/04/2014,03:30,Club Tijuana,Toluca,3,1,H
Mexico,Liga MX,2013/2014,06/04/2014,00:00,Club America,Cruz Azul,1,2,A
Mexico,Liga MX,2013/2014,06/04/2014,02:00,Monterrey,Santos Laguna,2,2,D
Mexico,Liga MX,2013/2014,06/04/2014,02:00,Pachuca,Guadalajara Chivas,1,3,A
Mexico,Liga MX,2013/2014,06/04/2014,03:06,Club Leon,Queretaro,1,1,D
Mexico,Liga MX,2013/2014,06/04/2014,04:00,Atlas,Puebla,0,0,D
Mexico,Liga MX,2013/2014,06/04/2014,18:00,UNAM Pumas,Chiapas,2,1,H
Mexico,Liga MX,2013/2014,06/04/2014,23:00,Atlante,Tigres UANL,0,2,A
Mexico,Liga MX,2013/2014,12/04/2014,01:30,Queretaro,Atlas,1,0,H
Mexico,Liga MX,2013/2014,12/04/2014,23:00,Cruz Azul,Pachuca,2,2,D
Mexico,Liga MX,2013/2014,12/04/2014,23:00,Veracruz,UNAM Pumas,1,1,D
Mexico,Liga MX,2013/2014,13/04/2014,01:00,Tigres UANL,Club Tijuana,1,1,D
Mexico,Liga MX,2013/2014,13/04/2014,03:00,Chiapas,Monterrey,1,1,D
Mexico,Liga MX,2013/2014,13/04/2014,18:00,Puebla,Club America,0,1,A
Mexico,Liga MX,2013/2014,13/04/2014,18:00,Toluca,Club Leon,2,1,H
Mexico,Liga MX,2013/2014,13/04/2014,23:00,Guadalajara Chivas,Monarcas,1,1,D
Mexico,Liga MX,2013/2014,14/04/2014,01:00,Santos Laguna,Atlante,4,3,H
Mexico,Liga MX,2013/2014,19/04/2014,01:30,Monarcas,Cruz Azul,5,1,H
Mexico,Liga MX,2013/2014,19/04/2014,23:00,Club America,Queretaro,0,0,D
Mexico,Liga MX,2013/2014,20/04/2014,01:00,Monterrey,Veracruz,4,1,H
Mexico,Liga MX,2013/2014,20/04/2014,01:00,Pachuca,Puebla,1,2,A
Mexico,Liga MX,2013/2014,20/04/2014,01:00,Santos Laguna,Chiapas,2,3,A
Mexico,Liga MX,2013/2014,20/04/2014,02:05,Club Leon,Tigres UANL,3,0,H
Mexico,Liga MX,2013/2014,20/04/2014,03:00,Atlas,Toluca,1,0,H
Mexico,Liga MX,2013/2014,20/04/2014,18:00,UNAM Pumas,Guadalajara Chivas,1,0,H
